rpm,speed,throttle_pos,fuel_status,maf,fuel_air_equiv,
1:18:56.102964,763,0,0.78431372549,0200,768,0.9912109375,0, 604170.63, 0
1:18:57.312601,757,0,1.17647058824,0200,NORESPONSE,1.00830078125,0, NODATA, 0
1:18:58.528917,760,0,1.17647058824,0200,768,1.00341796875,0, 611611.155, 0
1:18:59.777642,763,0,1.17647058824,0200,768,1.00830078125,0, 614587.365, 0
1:19:0.975040,751,NODATA,1.17647058824,0200,768,1.001953125,NODATA, NODATA, 0
1:19:2.672625,749,0,1.17647058824,0200,768,0.997314453125,0, 607890.8925, 0
1:19:3.951278,757,0,1.17647058824,0200,768,1.00512695312,0, 612652.8285, 0
1:19:5.221390,786,0,1.17647058824,0200,768,1.0,0, 609527.808, 0
1:19:6.446390,757,0,0.78431372549,0200,704,1.00512695312,0, 561598.426125, 0
1:19:7.663814,746,0,0.78431372549,0200,704,0.997314453125,0, 557233.318125, 0
1:19:8.833883,758,0,0.78431372549,0200,704,1.00341796875,0, 560643.55875, 0
1:19:9.928863,751,0,0.78431372549,0200,768,1.001953125,0, 610718.292, 0
1:19:10.968862,756,0,1.17647058824,0200,704,1.00341796875,0, 560643.55875, 0
1:19:12.190151,753,0,0.78431372549,0200,704,0.997314453125,0, 557233.318125, 0
1:19:13.298808,NODATA,0,0.78431372549,0200,768,1.01318359375,0, 617563.575, 0
1:19:14.853868,758,0,1.17647058824,0200,704,1.00659179688,0, 562416.883875, 0
1:19:16.276294,744,0,0.78431372549,0200,704,1.00341796875,0, 560643.55875, 0
1:19:17.417237,756,0,0.78431372549,0200,768,0.99853515625,0, 608634.945, 0
1:19:18.558957,750,0,1.17647058824,0200,768,1.00341796875,0, 611611.155, 0
1:19:19.765000,751,0,1.17647058824,0200,768,1.00659179688,0, 613545.6915, 0
1:19:20.960228,755,NODATA,1.17647058824,0200,768,1.00512695312,NODATA, NODATA, 0
1:19:22.731258,747,0,0.78431372549,0200,768,1.00659179688,0, 613545.6915, 0
1:19:23.815357,757,0,1.17647058824,0200,768,0.99365234375,0, 605658.735, 0
1:19:24.958954,753,0,0.78431372549,0200,768,1.0,0, 609527.808, 0
1:19:26.152487,754,0,1.17647058824,0200,768,1.00659179688,0, 613545.6915, 0
1:19:27.301476,762,0,1.17647058824,0200,768,1.00512695312,0, 612652.8285, 0
1:19:28.462596,769,0,1.17647058824,0200,768,0.994873046875,0, 606402.7875, 0
1:19:29.631455,751,0,0.78431372549,0200,768,1.001953125,0, 610718.292, 0
1:19:30.813718,749,0,1.17647058824,0200,NORESPONSE,1.00341796875,0, NODATA, 0
1:19:32.10178,760,0,1.17647058824,0200,832,1.01000976562,0, 666931.458375, 0
1:19:33.216442,766,0,1.17647058824,0200,768,1.001953125,0, 610718.292, 0
1:19:34.694979,739,0,2.35294117647,0200,960,0.952392578125,0, 725637.200625, 0
1:19:36.596461,612,0,4.70588235294,0200,1600,0.99365234375,0, 1261789.03125, 0
